author,content
AndrzejDuda,"1/2 Czy to znaczy, że R. Sikorski, który wychwalał program ""Partnerstwo Wschodnie"" uważa, że Ukraina najlepiej wygląda w łapach Rosji?!?"
AndrzejDuda,Drodzy TT! Serdecznie dziękuję za pamięć i życzenia imieninowe. Pozdrawiam! :-)
AndrzejDuda,Do czego jeszcze gotowi są posunąć się by zniszczyć TV TRWAM? http://t.co/kKMkQz91jy
AndrzejDuda,"Wobec afery pod swoim bokiem PDT ma zwyczaj rąbać tych co aferę badają (np. M. Kamiński), byle nie swoich. A tu korupcja. Teraz P. Seremet?"
AndrzejDuda,"P. Tusk: ""Nie podpiszę sprawozdania PG"". Sprawozdanie podpisuje PG, a Premier przyjmuje je lub odrzuca. Rozumiem, że odrzuci. Ale kiedy?"
AndrzejDuda,"Przyjdzie dzień, że w Bydgoszczy ""Most Uniwersytecki im. Prezydenta Lecha Kaczyńskiego"" połączy jeszcze Miasto. Wierzę w to."
AndrzejDuda,"Przykro mi, że Bydgoszczą, którą lubię, rządzą dziś ludzie o takiej mentalności. Przykro."
AndrzejDuda,4 wiceministrów z Ministerstwa Transportu zostało zdymisjonowanych.  http://t.co/2KL0gQcrxm
AndrzejDuda,Wiceminister Transportu Piotr Styczeń został zdymisjonowany.
AndrzejDuda,"Wyrok TK jest korzystny dla ludzi, zwłaszcza tych w trudnej sytuacji materialnej. Prowadzi do ograniczenia możliwości windowania opłat."
AndrzejDuda,"TK uznał za niezgodny z Konstyt. przepis, który pozwalał gminom windować o dziesiątki i setki % stawki opłat za odbiór śmieci. Stawka max."
AndrzejDuda,TK: Wygraliśmy! Brak w ustawie stawki maksymalnej za odbiór śmieci niezgodny z Konstytucją. :-)
AndrzejDuda,"TK: Trybunał zarządził przerwę na naradę. Wyrok w sprawie ustawy ""śmieciowej"" o 15.00"
AndrzejDuda,"TK: W toku rozprawy przestawiciel Min. Środ. stwierdził, że nie wzrosły opłaty za odbiór śmieci. Żart? http://t.co/DSy4vV8736"
AndrzejDuda,"W TK przerwa w rozprawie w sprawie zgodności ustawy ""śmieciowej"" z Konstytucją."
AndrzejDuda,"Jutro o 9.00 rozprawa w TK w sprawie ustawy ""śmieciowej"". Zapraszam do obserwacji. To będzie ważny społecznie wyrok."
AndrzejDuda,"Serdecznie Wszystkim dziękuję za przywitanie mnie na TT w nowej roli, zwłaszcza PP Redaktorom. Mam nadzieję na dobrą i owocną współpracę :-)"
AndrzejDuda,Co Polacy sądzą o korupcji w rządzie i w sferze jego nadzoru:  http://t.co/CiD5XjHzWF
AndrzejDuda,"""Rząd Tuska został ufundowany na sprawie posłanki Sawickiej""  http://t.co/RHXLxdDDou"
AndrzejDuda,"""Dałem się nabrać premierowi"" http://t.co/RlTZFDJEvA"
AndrzejDuda,Adam Kwiatkowski został nowym Wiceprezesem Ruchu Społecznego im. Prezydenta Lecha Kaczyńskiego. Gratulacje!!! :-) @Kwiatkowski_A
AndrzejDuda,Białystok: Trwa spotkanie władz Ruchu Społecznego im. Prezydenta Lecha Kaczyńskiego z koordynatorami regionalnymi. http://t.co/OzZ9tKWoEx
AndrzejDuda,"6,7 % Polaków żyje poniżej granicy skrajnego ubóstwa. To tak, jakby całą Warszawę zamieszkiwały osoby żyjące za kwotę poniżej 519 zł mies."
AndrzejDuda,Prezes Jarosław Kaczyński: W Komitecie Politycznym PiS pozostanie wolne miejsce do czasu wyjaśnienia sprawy p. Adama Hofmana.
AndrzejDuda,Zdaniem PO ministrowie nie odpowiadają za nadzór nad urzędnikami w swoich ministerstwach. Czyli są tylko od tego żeby leżeć i pachnieć.
AndrzejDuda,Warszawa: Prezes Jarosław Kaczyński otwiera Radę Polityczną Prawa i Sprawiedliwości. http://t.co/OD6zK9rdst
AndrzejDuda,"Prawda o relacji pomiędzy urzędnikiem, a ministrem. Czyli co próbuje zatrzeć PO i o co ich nie pytają: http://t.co/s5ijCN3u88"
AndrzejDuda,"Prawda o relacji pomiędzy urzędnikiem, a ministrem. Czyli co próbuje zatrzeć PO i o co ich nie pytają:  http://t.co/s5ijCN3u88"
AndrzejDuda,Sejm: M Kopacz odmawia powtórzenia głosowania zmian ust. o systemie inform. oświat. Jej zdaniem minister nie kłamał tylko był nieprecyzyjny.
AndrzejDuda,"Sejm: L. Miller do Palikota - ""Czerwony kolor atakuje nie tylko byk, często jest to baran z ambicjami"""
AndrzejDuda,Oto szczegóły sprawy: @jakubrychlik @plcerber http://t.co/HpFCkuopWY
AndrzejDuda,"A w Małopolsce zarząd wojew. (PO) sprzedał za 2,6 mln. spółkę, którą dzień wcześniej dofinansował kwotą 64 mln. Komu? Spółce b. posła PO."
AndrzejDuda,"Publ. debata da informacje i pozwoli przygotować pytania na Kom., choć PO już pokazała jak ""przekręca"" Komisje. @Michal_Fluder @damiankwiek"
AndrzejDuda,"W mediach mówią o skorumpowanych urzędnikach ministerstw. Pytanie: Co z ministrami, którzy powinni nadzorować ich prace i odpowiadać za to?"
AndrzejDuda,"Ale chcemy, żeby najpierw PDT, Szef CBA i Prok. Gen. przestawili Sejmowi informację o śledztwie korupcyjnym. I zadamy pytania. @damiankwiek"
AndrzejDuda,"JVR ubity nagle w trakcie prac nad budżetem, Korolec ubity w trakcie szczytu klimatycznego? Planowa rekonstrukcja? Raczej: ratunku korupcja!"
AndrzejDuda,"PO próbuje wmówić ludziom, że powinni łykać  ""rekonstrukcję"" rządu jak ciasto z kruszonką. A to nadziany korupcją zakalec dla naiwnych."
AndrzejDuda,"Wobec spadających notowań spodziewam się, że w przyszłym tygodniu  p. Tusk wypowie wojnę światową emisji CO2. Na pierwszy ogień wulkany."
AndrzejDuda,Po 6 latach przyzwolenia rząd ufundowany na sprawie Sawickiej bierze się za walkę z korupcją?!? Kolejny żart po hazardzie i dopalaczach.
AndrzejDuda,"Głaskanie: “@wpplnews: Siergiej Ławrow: doceniamy reakcję władz Polski na atak na ambasadę w Warszawie."" P. Tusk i P. Komorowski w euforii."
AndrzejDuda,To rzeczywiście raczej Radio Erewań;) A poważne - z tej mąki chleba już nie będzie. http://t.co/BrcUNy0iSG
AndrzejDuda,"Z cyklu ""By żyło się lepiej"". Złote interesy PO w Małopolsce za publiczne pieniądze: http://t.co/y4yQZNlIYl"
AndrzejDuda,"PO chce pozbawić Kraków 40 mln zł na ochronę zabytków. Skarga na ""lewą"" poprawkę do projektu budżetu.  http://t.co/vCzdF4jD9b"
AndrzejDuda,"""Tusk został zakładnikiem Rosji i zawsze nim będzie."" http://t.co/43jIg4IpBY"
AndrzejDuda,"Superstacja: W stosunku do roku 2012 liczba komorniczych licytacji mieszkań wzrosła o 100%. ""By żyło się lepiej."""
AndrzejDuda,"Zasada: ""Żegnaj Platformo!"" http://t.co/ErtxEISyJv"
AndrzejDuda,No ładnie. My tu o poważne sprawy walczymy a @marcin_kedryna o jakichś eko-tego celebrytkach i autach. Profanacja ;) http://t.co/OXo3nT6FBs
AndrzejDuda,Nie ma to jak bezsilna wściekłość. Żałosne. http://t.co/eqHVb4xuv6
AndrzejDuda,"Z cyklu ""By żyło się lepiej""  http://t.co/Bg8dC6lNXq"
AndrzejDuda,2/2 TK: Ale Prezydent RP nie musi uzasadniać swojej osobistej decyzji w konkretnej sprawie (np: dlaczego podpisał ustawę).
AndrzejDuda,1/2 TK: Nie można odmówić obywatelowi dostępu do ekspertyz i innych dokumentów zgromadzonych w danej sprawie w Kancelarii Prezydenta.
AndrzejDuda,W TK na wniosek NSA rozprawa dot. dostępu do inform. publ. w Kancelarii Prezydenta. Nie przyszedł ani przedstawiciel NSA ani Prezydenta. :/
AndrzejDuda,"Min. Sienkiewicz - ""frontman"" rządu w sprawach bezpieczeństwa chroni - jak widać - tylko od frontu. Od ogródka zaś ""róbta co chceta"". Fasada"
AndrzejDuda,"Pan min. Sienkiewicz w UOP przez 12 lat musiał pracować ze starymi SBkami typu płk. Lesiak. Czy zatem uważa się za ich ""dziecko ideowe""?!?"
AndrzejDuda,Kraków: Min. Maciej Łopiński na spotkaniu z członkami Stowarzyszenia im. Prezydenta Lecha Kaczyńskiego w Krakowie. http://t.co/Ah0UyeTBHM
AndrzejDuda,"""Tusk o taśmach PO: ""Nikt, kto uprawia praktyki sprzeczne z poczuciem przyzwoitości, nie znajdzie się na listach PO"" - czyli ten kto nagrał."
AndrzejDuda,"Sejm: Straż Marszałkowska zaatakowała na galerii rodziców, którzy chcieli rozwinąć transparent protestacyjny. Demokracja kwitnie:/"
AndrzejDuda,Sejm: p. Tusk zadowolony. Pokonał 6 latków. Jak przywalił to im wszystkie kredki z tornistrów wypadły.
AndrzejDuda,O postępowaniu w sprawie postawienia JK przed Trybunał Stanu i samobójczych (tuskobójczych?) działaniach PO. http://t.co/YGRHkCpwvx
AndrzejDuda,To było sprawozd. K. Regulamin. zawierające wniosek o poprawkę której nie zgłoszono w Komisji ale znalazła się w sprawozd. @Adam_Malczak
AndrzejDuda,"Sejm: Posłowie mówią wprost, że PO posunęła się do fałszerstwa w celu pozbawienia Krakowa funduszy na odnowę zabytków. Punkt przerwano."
AndrzejDuda,2/2 Sejm: Poprawka ta nie była wcześniej przegłosowana przez Komisję Regul. co potwierdza protokół z jej obrad w dniu 22.10. Jest awantura.
AndrzejDuda,1/2 Sejm: W Komisji Fin. Publ. przedstawiono poprawkę Komisji Regulaminowej likwidującą finansowanie odnowy zabytków Krakowa (fundusz SKOZK)
AndrzejDuda,Sejm: Za chwilę w Komisji Finansów Publicznych będziemy walczyć o utrzymanie finansowania odnowy zabytków Krakowa (fundusz SKOZK).
AndrzejDuda,"""Fatalne wyniki inwestycyjne miasta"". Czasem można ludziom powiedzieć prawdę ale dopiero po referendum. http://t.co/LDAOVQzBWL"
AndrzejDuda,"A PO i tak swoje, tyle że bardziej się wiją. http://t.co/tsgv4HhVYi"
AndrzejDuda,"Sejm: PO zmienia przepisy będące podstawą powołania dyrektorów sądów. Szykuje się wymiana dyrektorów ""z dala od polityki""? Kto uwierzy? :/"
AndrzejDuda,Najnowszy sondaż HH:  http://t.co/D2anQ48PEz
AndrzejDuda,"2/2 PO w Komisji, na czele z przedwodniczącym posłem Halickim, uważa inaczej i podpiera się ekspertyzą BAS. Sytuacja patowa. Idą siłowo."
AndrzejDuda,1/2 Jest ekspertyza prof. Kruszyńskiego: Komisja Odpowiedzialność Konstytucyjnej w sprawie J. Kaczyńskiego proceduje z naruszeniem prawa.
AndrzejDuda,Kraków: Do niedzieli trwa kwesta na ratowanie zabytków Cmentarza Rakowickiego. Pogoda sprzyja. :-) http://t.co/CAEnsqR4c0
AndrzejDuda,"Dziękuję“@TomaszSiemoniak: Dzisiaj mija 50 rocznica urodzin śp. Aleksandra Szczygło, w 2007
ministra obrony narodowej. Cześć Jego Pamięci!”"
AndrzejDuda,"Za chwilę ""Kawa na ławę"" - prowadzi B. Rymanowski. Skład: B. Kempa, L. Miller, A. Biernat, R. Kwiatkowski, Sawicki i ja. ;)"
AndrzejDuda,“@St_Janecki: A może ten żrący płyn to była po prostu woda święcona?” ;)
AndrzejDuda,Tradycyjna sowiecka metoda: Jest brzoza jest problem. Nie ma brzozy nie ma problemu... http://t.co/3rANkf9QZV
AndrzejDuda,Dlaczego eksperci Millera i Laska nigdy publicznie nie zaprezentowali szczegółów i metodologii swoich badań? Nie mają badań czy metodologii?
AndrzejDuda,"Władza, która lekceważy ludzi, traci swoją społeczną legitymację do rządzenia krajem. http://t.co/KSNmeftRiS"
AndrzejDuda,"Szkoda, że ""uczony Lasek"" nie ma odwagi wymienić argumentów z Profesorami. W czym ma problem skoro się na niczym nie znają? @YaElusive"
AndrzejDuda,"W obecnej ""rzeczywistości"" medialnej 50 profesorów na posiedzeniu Zespołu Parlamentarnego to nic wobec ""uczonego Laska"". Tylko rechot."
AndrzejDuda,"TVP1: ""Władysław Frasyniuk - były opozycjonista"". Fakt, obecnie zetafon władzy."
AndrzejDuda,"Kraków: Trwa akcja publicznego czytania ""Pana Tadeusza"" pod pomnikiem Adama Mickiewicza na Rynku Głównym. http://t.co/qhNCzkfpbn"
AndrzejDuda,A Ratusz prowadzi kampanię jak zawsze do tej pory i co?!? Gdzie PKW??? ;)  http://t.co/v7nPeK3dlW
AndrzejDuda,"""@trenR: A cholera, Bufertowa to ma jednak pecha :)) http://t.co/v7nPeK3dlW """
AndrzejDuda,Czy warszawska ekipa p. G. Schetyny już głosowała? ;)
AndrzejDuda,"Czy mężczyzna na zdjęciu to Andrzej Wajda??? Jeśli tak, to absolutny hit!;) http://t.co/5z2iBz6yos"
AndrzejDuda,"2/2 Uczestników konwencji nie wpuszczono do sali RAWAR ""z przyczyn technicznych"". Był telefon z Ratusza. ""Demokracja"" w wersji HGW-PO."
AndrzejDuda,1/2 Konwencja warszawskiego PiS zamykająca kampanię referendalną odbyła się na ulicy. W ostatniej chwili odmówiono dostępu do wynajętej sali
AndrzejDuda,"Rz: Prez. Gdańska Adamowicz w 2006 roku miał 2 mieszkania. Obecnie ma 7, 500 tys. w papierach wart. i 815 tys. w akcjach. Cud Tuska!"
AndrzejDuda,Rz: Prezyd. Gdańska Adamowicz obecnie zarabia 120 tys. złotych rocznie w radach nadzorczych. W 2006 roku zarobił z tego tytułu 25 tys.
AndrzejDuda,"Rz: O skoku na kasę wykonanym przez Prezyd. Gdańska Adamowicza po 2006 roku, czyli w okresie rządów jego kumpli z PO. ""By żyło się lepiej"""
AndrzejDuda,"Czy to prawda, że PO chce nazwać Stadion Narodowy wg.życzenia sponsora np.""Górski OSRAM Arena""?!? @MonikaSteczkow"
AndrzejDuda,"""Dłuższy pas Okęcia do remontu. Kolejna fuszerka inwestycji realizowanej przez PO"" - ""Co by tu jeszcze spieprzyć panowie...?"" @Kwiatkowski_A"
AndrzejDuda,J. Kaczyński wygrał proces. Kutz (PO) musi przeprosić. http://t.co/IColXK1t37
AndrzejDuda,"""Dłuższy pas Okęcia do remontu. Kolejna fuszerka inwestycji realizowanej przez PO"" @Kwiatkowski_A ""Co by tu jeszcze spieprzyć panowie(...)?"""
AndrzejDuda,"Sejm: K. Jurgiel: ""Liczba świń, tych na czterech nogach, spadła."""
AndrzejDuda,"Odszedł Edmund Niziurski. Pisarz, którego twórczość bawiła nas i wychowywała. Łza się w oku kręci. #SPONAA http://t.co/wc4YwMbqme"
AndrzejDuda,"Sikorski w TVN24 o Rosji: ""Nie możemy gwarantować ochrony w kraju niedemokratycznym."" A prokuraturze tego kraju w sprawie Smoleńska wierzy."
AndrzejDuda,P. Tusk podnosi podatki. Tłumaczy że to przez inflację. A co kiedyś obiecywał? Liniowy 15%. Pamiętacie? http://t.co/PIw55gFCTT
AndrzejDuda,"Projekt budżetu oparty na przepisach ustaw, które nie istnieją. ""Vincentyzacja"" prawa:/ http://t.co/TtxuyobfAx"
AndrzejDuda,"Dlaczego ""światowe media"" nie bulwersują się pedofilskimi wynurzeniami D. Cohn-Bendita - ""ikony"" lewactwa? http://t.co/DUBBAbNtcz"
AndrzejDuda,"Ten dokument jest na stronach Ratusza. A co do kłamstwa, PO od 7 lat kłamie ""w dzień, w nocy i wieczorem"". To już każdy wie. @andrzejmysliwy"
AndrzejDuda,"Warszawiaku! Idź odwołać HGW, bo dalsze rządy tej Pani w drogo Cię będą kosztowały. Oto plan łupienia:  http://t.co/KwGMNb6L0M"
AndrzejDuda,"HGW torpeduje referendum urzędowo, naruszając prawo. Nie ma żadnych publicznie dostępnych obwieszczeń referendalnych."
AndrzejDuda,Przedstawiciele Klubu Parlamentarnego PiS sen. G. Bierecki i pos. @Kwiatkowski_A na Paradzie Pułaskiego w NY http://t.co/IiJClDXGPW
AndrzejDuda,W Paradzie Pułaskiego w Nowym Jorku bierze udział poseł @Kwiatkowski_A z Klubu Parlamentarnego Prawa i Sprawiedliwości.
AndrzejDuda,"“@sekiluki: Nowy przewodniczący krakowskiej Platformy - Grzegorz Lipiec #POsięwybiera http://t.co/SbZxlHTfPT” ""Na razie brak polubień"" ;)"
AndrzejDuda,"""Straciłeś pracę?"" GW odpowiada na potrzeby społeczne stworzone przez PO."
AndrzejDuda,To arogancki pokaz POmiatania Warszawiakami i Warszawą. http://t.co/DqmxMuH25C
AndrzejDuda,"Baronesa partyjna, szefowa regionu PO prezydentem Stolicy Polski? To wstyd!"
AndrzejDuda,Sondaż warszawski: złe wiadomości dla HGW. 37% Warszawiaków chce iść na referendum. http://t.co/FU3xrV5NUc
AndrzejDuda,Najnowszy sonaż poparcia dla partii politycznych. http://t.co/uiPOaPb3Rv
AndrzejDuda,"“@marcin_kedryna: Drżę cały z emocji: “HGW zostanie szefową PO w regionie warszawskim? Rusza zjazd"" HGW szefową regionu PO. No to zjazd!;)"
AndrzejDuda,Wizyta w gminie Gołcza. Spotkanie z władzami i mieszkańcami. Bardzo zadbana miejscowość. Robi wrażenie. http://t.co/5bVGGTqAS4
AndrzejDuda,Kolacja Pol-Węg Grupy Parlament. z delegacją Parlamentu Węgier. Uroczyście i ciekawie o reformach Premiera Obrana. http://t.co/uwhApbSkD2
AndrzejDuda,Za chwilę uroczysta kolacja Polsko-Węgierskiej Grupy Parlamentarnej z delegacją Parlamentu Węgier z Przewodniczącym Parlamentu na czele.
AndrzejDuda,"Kraków: Już nie umówimy się ""pod skarbonką"":(, teraz został tylko ""Adaś"". http://t.co/KEBIPMTZ1I"
AndrzejDuda,"Po urodzinowym oświadczeniu Wałęsy, jest ewidentna podstawa do wznowienia wszystkich postępowań ""o współpracę"", które wygrał w III RP."
AndrzejDuda,"""Wszystkie ręce na bufet"". Paniczna obrona HGW. WWS odmówiono emisji reklam promujących udział w referendum. http://t.co/f9d84qHOXN"
AndrzejDuda,Pusto w Gorcach jest jesienią... :-) http://t.co/Pk5WDZZKUO
AndrzejDuda,"Hej, czy ktoś pamięta za ile MON chciał sprzedać TU154M 102? :/ http://t.co/Btg9XoR3rX"
AndrzejDuda,"Sejm: 450 tyś. ludzi podpisało obywatelski projekt ustawy antyaborcyjnej, a koalicja PO-SLD-RP nie dopuściła go nawet do prac w komisjach."
AndrzejDuda,"Dziękuję PP Dziennikarzom sejmowym oraz Redakcji Tygodnika ""Polityka"" za uznanie mojej pracy poselskiej :-) http://t.co/CKVkSEZYjk"
AndrzejDuda,Przed każdymi wyborami od 2010 roku PO obiecuje Krakowianom budowę wschodniej obwodnicy Krakowa (S7). I -jak widać - zawsze kłamie.
AndrzejDuda,Coś jest na rzeczy ;) http://t.co/fw9LNUDl96
AndrzejDuda,2/2 Czy jest adekwatna? Kara powinna być proporcjonalna. Tylko wtedy ludzie mogą ją zrozumieć i uznać za słuszną. Tu są wątpliwości. To źle.
AndrzejDuda,"1/2 ""To były najspokojniejsze derby od lat"" - mówią w Krakowie. Ale takiej kary dotąd jeszcze nie było. http://t.co/kHeCtWUWYj"
AndrzejDuda,"""Pani redaktor ogromnie się zdenerwowała."" http://t.co/UmTcliEehE"
AndrzejDuda,"Ale ubaw. ""Wszelkie podobieństwo osób i nazwisk jest całkowicie przypadkowe"" ;))) http://t.co/M6pJV5MuDQ"
AndrzejDuda,"Rozmowa z p. prof. Nowackim chyba nie przebiegła po myśli p. red. M. Olejnik. Oj, chyba nie..."
AndrzejDuda,"HGW posługuje się znakiem ""Polska Walcząca"" i to nie przeszkadza ani PO ani Ściborowi-Rylskiemu. Ciekawe. http://t.co/gYdC5RkZ2a"
AndrzejDuda,"“@xpost1wystarczy porównać dossier ekspertów. http://t.co/9vcQIKuT1N
a jednak, wiekszosc Polaków NIE zna tej prawdy.”"
AndrzejDuda,"dr Lasek ujadający na 100 profesorów. Trudno się dziwić, że GW ruszyła na pomoc słusznie interpretując to ujadanie jako dzwon na trwogę."
AndrzejDuda,"Lista ponad 100 naukowców, głównie profesorów nauk technicznych, współpracujących z Zespołem Parlamentarnym. http://t.co/wPAEEAjJwY"
AndrzejDuda,"Stan polskiego sportu, zwłaszcza gier zespołowych, jest smutnym odzwierciedleniem stanu polskiego państwa. :("
AndrzejDuda,"""57000 zadowolonych obywteli"", wybrało ""Top Gear"" zamiast premiery filmu o Wałęsie. Skandal. @marcin_kedryna http://t.co/w5iLYTtJz3"
AndrzejDuda,Lech Wałęsa przez całe trudne lata 70-te systematycznie wygrywał z funkcjonariuszami SB. W totka.
AndrzejDuda,"Warszawa: ""Ograniczyłem do referendum ile się da, żeby nie było draki."" Prowokacja dziennikarska ;)  http://t.co/xC7CG8Zv1Y"
AndrzejDuda,Wczoraj w Jankach koło Hrubieszowa odsłonięto obelisk upamiętniający Ofiary tragedii smoleńskiej. http://t.co/UtmlxU8G42
AndrzejDuda,Byłem wczoraj w Zamościu. Polecam Muzeum Miejskie. Nieduże a bardzo ciekawe. W kamienicy przy Ratuszu. Warto!
AndrzejDuda,Dojenie Warszawy. PO rękami HGW doi pieniądze z publicznej kasy na oszałamiającą skalę. http://t.co/WbuJWDStMw
AndrzejDuda,"Już jasne czemu służyła manipulacja GW. Temu, żeby dr Lasek mógł w TVN kpić z kompetencji profesorów. Ryzykowne bo profesura tego nie lubi."
AndrzejDuda,"1/2 @jarekkuzniar Panie Redaktorze, nawet pomijając kwestię w jaki sposób odnosi się Pan do kolegi ""po fachu"", kretynizm to choroba.@szacki"
AndrzejDuda,"Kraków: Trwa wyjazdowe posiedzenie Sejmowej Komisji Kultury i Środków Przekazu. Tematy: park kulturowy, zabytki Krk. http://t.co/O8QswDvG4N"
AndrzejDuda,2/2 @realka86 Pozostaje pytanie o jej skuteczność i wzmocnienie działań prewencyjnych. Ma być spotkanie w tej sprawie z konkretnymi propoz.
AndrzejDuda,1/2 @realka86 Większość napadów i zabójstw to - jak twierdzi Kom. Policji - walka gangów. Jest specjalna grupa policyjna do tego tematu.
AndrzejDuda,Kraków: odbyło się nadzwyczajne posiedzenie Komisji Bezpieczeństwa Rady Miasta ws bandyckich napadów w KRK. Nie było żadnego posła PO.
AndrzejDuda,"Komisja Robotnicza Hutników NSZZ Solidarność odznaczona srebrnym medalem ""Cracoviae Merenti"". http://t.co/oxlfFrtUIR"
AndrzejDuda,"GW dzielnie próbuje chronić tych, którzy zabezpieczyli operację smoleńską rękami wybitnego agenta SB-KGB Turowskiego. http://t.co/KrvQyIv7O5"
AndrzejDuda,Mec. Pszczółkowski obnaża manipulację GW i wskazuje czemu i komu ona ma służyć: http://t.co/dLenVA6cOO
AndrzejDuda,Dziś rocznica inwazji Sowietów na Polskę. Warto przypomnieć wystąpienie Prezydenta Lecha Kaczyńskiego z 17.09.2009: http://t.co/UGmIy3SpZ2
AndrzejDuda,"Kolejny atak nożem w Krakowie. Jest bardzo źle, a posłowie PO z Krakowa nie zareagowali na moją prośbę by się spotkać w tych sprawach:/"
AndrzejDuda,“@ardianpl: Turowski jest dla Rosji człowiekiem bezcennym! http://t.co/KrvQyIv7O5”
AndrzejDuda,"Dziś ""W sieci"" opisuje dramatyczny obraz Polski zaduszonej w ""niebieskiej pajęczynie"" nomenklatury PO."
AndrzejDuda,"Z pewnością warto zobaczyć ten film, choć bardzo bolą oczy. Wszyscy wokół pocierali. Ja też... http://t.co/pgrgkOs8QN"
AndrzejDuda,"Prof. Ancyparowicz: Dziś w Polsce sytuacja na rynku pracy jest tak fatalna, że nie wystarczą zmiany prawa. Konieczna jest aktywność państwa."
AndrzejDuda,Jeszcze dziś pójdę na ten film: http://t.co/YNMtNCIn1w
AndrzejDuda,"Sejm: Trwa konferencja ekspercka: ""Praca i płaca, państwo i rynek"" organizowana przez Prawo i Sprawiedliwość. http://t.co/kAiqTPBY4G"
AndrzejDuda,"Sejm: Rozpoczyna się konferencja ekspercka: ""Praca i płaca, państwo i rynek"" organizowana przez PiS. http://t.co/KKzywVtIGz"
AndrzejDuda,W Polsce jak na Białorusi i w Rosji. Kto wspiera opozycję zostaje przykładnie ukarany.  http://t.co/2dXPuOrztT
AndrzejDuda,"2/2 Widocznie jak min. Sienkiewicz uważają, że wszystko jest w porządku, a kolejne zabójstwa z użyciem noża w Krakowie to nie ich problem :/"
AndrzejDuda,"1/2 Poprosiłem wszystkich posłów z Krakowa o spotkanie w sprawie bezpieczeństwa w naszym Mieście. Niestety, żaden z posłów PO nie przyszedł."
AndrzejDuda,Sejm: Mimo wątpliwości posłów i ekspertów p. Halicki na siłę pcha procedurę przeciw J. Kaczyńskiemu przed Kom. Odp. Konst. Opuściliśmy salę.
AndrzejDuda,"Sejm: Eksperci już kilka miesięcy temu napisali, że w zarzutach stawianych przez PO Premierowi J. Kaczyńskiemu brak logiki. Żenada."
AndrzejDuda,":-))) “@ISzafranska: Jest odpowiedź na podyższenie akcyzę na gorzołę!
http://t.co/D1MD2WgAww”"
AndrzejDuda,"J. Gowin odwołał swój udział w debacie ze mną, która miała się odbyć w poniedziałek o 18.00 ""Pod Gruszką"" w Krakowie. Wyrażam ubolewanie."
AndrzejDuda,"Można rządzić uczciwie, lepiej i dotrzymując słowa: http://t.co/12LfSTkXKn"
AndrzejDuda,Spadli na 20% i dalej robią swoje. Buta i arogancja widocznie są nieuleczalne ( SLD'2004 bis): http://t.co/f0hcWqkGiz
AndrzejDuda,"Politolog: ""PO jest jak późne SLD"". W najnowszym sondażu PO spadła na 20%. W Sejmie mówi się, że to poziom exodusu. http://t.co/AC9NHsVbC0"
AndrzejDuda,Zapraszam do lektury wymownego komentarza internauty do artykułu w Dzienniku Zachodnim: http://t.co/cgcvBkbtY7 http://t.co/iyFJ8Vq6YO
AndrzejDuda,"Szczera, choć dosadna wypowiedź radnej PO: http://t.co/H17m3WOC9r"
AndrzejDuda,Sejm: Na posiedzeniu Komisji Odpowiedzialności Konstytucyjnej złożyłem wniosek mniejszości o postawienie przed TS członków KKRiT.
AndrzejDuda,"2/2 Sejm: Naszym zdaniem są podstawy do postawienia KRRiT przed TS, a zdaniem PO tych podstaw nie ma, choć przyznają, że prawo naruszono."
AndrzejDuda,1/2 Sejm: na posiedzeniu Komisji Odpowiedzialności Konstytucyjnej trwa starcie o postawienie przed Trybunałem Stanu członków KRRiT.
AndrzejDuda,"Służba zdrowia po 6 latach rządów PO jest w agonii. Termin operacji: ""W środę... za 10 lat."" http://t.co/QBMwZ00yQi"
AndrzejDuda,"PO tonie szarpana wewnętrznymi konfliktami, także w Kancelarii Premiera. http://t.co/eIvdL9QtUn"
AndrzejDuda,O kampanii wyborczej na Podkarpaciu w kontekście wyników wyborów: http://t.co/14KWeYQFyD
AndrzejDuda,Wiceprezydent USA zadzwonił do p. Tuska?! A czy p. Tusk dzwonił do Moskwy i Berlina z pytaniem czy może odebrać? Ostrożność przede wszystkim
AndrzejDuda,Komentarz do wyników wyborów na Podkarpaciu. http://t.co/kcDdHbBlDB
AndrzejDuda,"Dzisiejsza decyzja Gowina i jego wypowiedź to świadectwo rozbicia wewnętrznego w PO i przekonania, że nic już nie uratuje tej tonącej łodzi."
AndrzejDuda,"Gowin odchodzi z PO: ""Jest sytuacja, w której lojalność wobec PO stoi w sprzeczności z lojalnością wobec obywateli."""
AndrzejDuda,Serdeczne gratulacje dla Pana Senatora Zdzisława Pupy oraz Koleżanek i Kolegów z Podkarpacia. Piękny wynik! :-)
AndrzejDuda,W TV reklama kredytu bankowego na wyprawkę szkolną dla dziecka. Widomy znak sukcesu rządów Tuska:/
AndrzejDuda,Podkarpacie: Zbudowany w XVI w. drewniany kościół w Małej. Piękny i wart odwiedzenia. http://t.co/M0Sg0qnA9k
AndrzejDuda,Podkarpacie: Ostatni akord kampanii wyborczej do Senatu. Spotkanie z kandydatem i posłami PiS. Pełna sala. :-) http://t.co/Po22SAZHmu
AndrzejDuda,"BTW właśnie dzwonił do mnie kolega co się na zegarkach zna i kolekcjonuje. Mówi, że chętnie kupi tego Ulissesa za 10 tyś. bo to złoty deal."
