author,content
jordanbpeterson,Yah think? Wait until oil hits 400 a barrel.
jordanbpeterson,That's how communists deal with hunger. They make it a crime to mention it.
jordanbpeterson,Maybe because they were driven insane  by lying educators and counsellors and butchered by greedy virtue-signalling psychopathic predator physicians? Maybe that's why?
jordanbpeterson,Minimize your footprint. Or else. Seriously.
jordanbpeterson,400 dollars a barrel by November. 600 by next July?
jordanbpeterson,Yes.
jordanbpeterson,Fourteen? Why not make it three?
jordanbpeterson,"My preferred pronouns are ""leave me the hell alone."""
jordanbpeterson,"Wake up, CEOs and, as they say, grow a pair https://t.co/mEpbTfd9Zy or you will come to seriously regret it. https://t.co/lrU52PosvP"
jordanbpeterson,"New European shows announcement - tickets are now available for multiple new European cities, grab your tickets here - https://t.co/EPVLHTF18W https://t.co/fx27yBgxWV"
jordanbpeterson,CEOs: enough cowardice. People are going to mistake you for professors https://t.co/mEpbTfd9Zy
jordanbpeterson,Ghosts in an underground Albanian bunker. Socialist paradise https://t.co/qjNZGxJ7qB
jordanbpeterson,"CEOs, listen up (although you won't). Rename HR ""Personnel"" and fire every one of the DIE prosecutors and propagandists. Why employ anti-capitalists who detest everything you stand for and have accomplished? Guilt? Get over it.  https://t.co/mEpbTfd9Zy"
jordanbpeterson,Mission creep--and the ideological creeps on their mission. How can evil capitalists be so utterly stupid and facilitate this?  It's beyond comprehension.  https://t.co/mEpbTfd9Zy
jordanbpeterson,English is racist  https://t.co/4kgFkrRNlm
jordanbpeterson,"Real communism, continued: in Albania today https://t.co/PWmSOb4x4j"
jordanbpeterson,This is real communism (Albanian Museum of Leaves: State Security apparatus memorial) https://t.co/QvtlI7ttED
jordanbpeterson,"Doctors, Psychotherapists, Butchers and Liars 750k views one day https://t.co/3ycx9Uz7tS via @YouTube"
jordanbpeterson,From ⁦@DouglasKMurray⁩  https://t.co/3AaKV7O0DD
jordanbpeterson,In Albania today causing trouble:)
jordanbpeterson,Australia is fighting hard to become a third world country on the energy front. Another radical left dechievement https://t.co/Qq3BXJifRM
jordanbpeterson,"Raised to understand the power of words, Jordan Peterson’s son, Julian, launches https://t.co/Ps2AiMLLCY, a writing platform. writing https://t.co/RKCXj5dW0Y via @collegefix"
jordanbpeterson,"Are you young and considering ""transitioning""? Please consider watching this. Only twenty minutes. And it's your life on the line: https://t.co/dd8vKyvnQT"
jordanbpeterson,"Beautiful? Not beautiful? Either way, the mob brandishes its pitchforks and waves its torches. F**k you, you lying bastards. Clear enough for you? And here's a reasonable article on the issue of me, beauty and mobs https://t.co/GBeAZeHRfP https://t.co/PdKF0J9jbg"
jordanbpeterson,"Where can 'If there's no God, everything is permitted' lead to? 

From the latest upload 'Beyond Order Lecture with @PageauJonathan. https://t.co/I6xuqXMz74"
jordanbpeterson,Unbelievable.
jordanbpeterson,"On transgender propaganda and teenage ""transition""  
https://t.co/dd8vKyvnQT"
jordanbpeterson,Is everyone in Canada striving to break up and destroy this highly functional country? https://t.co/RGpZP6cv53
jordanbpeterson,In Romania today for meetings and the Brand Minds @brand_minds conference (and some music and the Parliament) https://t.co/OIIQYcepY9
jordanbpeterson,Set your house in perfect order before you criticize the world. https://t.co/0rYKkMd28b
jordanbpeterson,"The faster such ""universities"" die the better: https://t.co/9WNGl7fPW0"
jordanbpeterson,Chrystia Freeland isn't interested in your questions about the Emergencies Act | National Post https://t.co/DETvcwlSOe
jordanbpeterson,You get the information you pay for. Right @CBC ? Right @JustinTrudeau and @cafreeland ? Bit you have to be pretty damn daft to then believe it.
jordanbpeterson,"Don't do it, policemen. It's not a slippery slope; it's full-fledged authoritarian overreach @PtboPolice"
jordanbpeterson,And ethically illiterate :) @JustinTrudeau
jordanbpeterson,Liars and butchers will not prevail https://t.co/3ycx9Uz7tS
jordanbpeterson,We are out of our minds.
jordanbpeterson,She's crazily talented and funny and unbelievably well-mannered. A blast from the last for your kids and the kid in you: Shari Lewis https://t.co/L2F1a3Enzk
jordanbpeterson,That pretty much says it all
jordanbpeterson,Given the stunning incompetence of @JustinTrudeau you point to Mr Mulcair perhaps the damnable NDP should rethink its commitment to the Liberals @theJagmeetSingh what do you think? https://t.co/SpqG7564zx
jordanbpeterson,Yes. Absolutely yes.
jordanbpeterson,"They matter. Because people can't, like, travel without passports (now that they can travel again)  You are so incompetent @JustinTrudeau it's a constant miracle of narcissism."
jordanbpeterson,Another absolute shocker from the legacy media department of the stunningly obvious @CTVNews
jordanbpeterson,Here's a shock.
jordanbpeterson,Go away. Seriously. Back the hell off @OmarAlghabra you corporate shill and toady.
jordanbpeterson,PM @JustinTrudeau this should have never happened to begin with and should have at least ended months ago. Your political days are happily numbered. In the low but still intolerable digits.
jordanbpeterson,"""The girls"" are really boys, who are, by the way, much better at it than those old-fashioned ""real"" girls..."
jordanbpeterson,"We'll, that's one way to defund the police."
jordanbpeterson,Very likely.
jordanbpeterson,Yeah right.
jordanbpeterson,"Dining, no doubt, on gold-leafed slogans and fancy pastries of nepotism."
jordanbpeterson,Jonathan Haidt @JonHaidt on the perils facing modern democracy https://t.co/pJC1qHijmi
jordanbpeterson,Bill C-11 is a draconian piece of legislation designed to extend the appalling @JustinTrudeau Liberal's control over Canadian internet content: https://t.co/RhZEoM8YSj
jordanbpeterson,"Even the benighted and damnable @CBC is having a hard time defending @JustinTrudeau's Liberals and the Emergency Act 
https://t.co/UVH4snspag"
jordanbpeterson,"The Liberal resignations, in disgrace, cannot happen soon enough. 

https://t.co/S1d1o3XPvb"
jordanbpeterson,Is Cambridge going to succumb? There is a real battle going on there. Real professors contra faux intellectuals and their idiot possessed HR cronies--compassionate authoritarians all https://t.co/OqNdPabKS1
jordanbpeterson,Is this the same HR woman who went viral last week or her identical demonic twin?
jordanbpeterson,How nice that our potentate has decided to restore a few of our rights. For now. If we're good. And healthy. And our carbon footprints aren't too big.
jordanbpeterson,Welcome to the new Canada. Passports? The peasants don't need them. Not when there is (ta-da!) a planet to be saved @JustinTrudeau
jordanbpeterson,Ok. She might be beautiful :)
jordanbpeterson,Our @JustinTrudeau polishing up Canada's international reputation
jordanbpeterson,You ain't seen nothin' yet. Mark my words.
jordanbpeterson,"The gender carnival of fools continues, feasting on flesh: https://t.co/h63Ve63BAw https://t.co/m5HcPNI6e0"
jordanbpeterson,Is it really so difficult to see how dangerous these insane social workers and their devouring compassion have become: https://t.co/9WNGl7fPW0
jordanbpeterson,Parents: this is what your children are paying $50000 a year for: https://t.co/9WNGl7fPW0
jordanbpeterson,"Britain and the systemic domination of the left 

https://t.co/qZve2enA5u"
jordanbpeterson,"Five white men with a sign that says ""there's only two genders"" https://t.co/9WNGl7fPW0 Just when you think it can't possibly get more ridiculous ""activating, triggering"""
jordanbpeterson,"The rot continues to spread: MIT is falling 
https://t.co/ph3yZr5bYs"
jordanbpeterson,"Our endless struggle with ethics.⁣
⁣
From the latest upload 'Beyond Order Lecture with @PageauJonathan'. https://t.co/6xExNdFDhs"
jordanbpeterson,"How the appalling Canadian government seized money and sent a major tremor through the entire crypto world. 
https://t.co/SZGhcA5vje https://t.co/QdMmoUi8LV"
jordanbpeterson,"On our ""evasive"" Deputy PM Freeland. How can you justify the unprecedented use of Emergency Act and the bank account seizures with direct, forthright honesty, since it was all driven by manipulative and wilfully-blind (at minimum) lies and calumny? 
https://t.co/SZGhcA5vje"
jordanbpeterson,"Trucker Freedom Convoy border blockades had ""little or no economic impact"" contra the panicked instrumental lies of the despicable @justintrudeau and his miserable cringing reputation-savaging self-righteous toadies and minions. 
https://t.co/nYEjTfjwDD"
jordanbpeterson,Here is a reading of the article on my channel. https://t.co/3ycx9Uz7tS
jordanbpeterson,"We are sacrificing our children on the altar of a brutal, far-Left ideology. I wrote about it in my article for the Telegraph published today. Read more here. https://t.co/63K4Ko9dIg"
jordanbpeterson,"Because freezing law-abiding Canadian's bank accounts without due process did so much internationally to improve our ""economic reputation"" :( Deputy PM Freeland (@cafreeland) you utter weasel 
https://t.co/J4uAz6yhRN"
jordanbpeterson,"This is chilling re Covid vaccine development
https://t.co/VvnNrcOJvJ"
jordanbpeterson,"Just out of curiosity, Mr Trudeau @justintrudeau: are your security personnel armed? And, if so, why, if there's no right to armed self-defence? 
https://t.co/jXcUNORbMY"
jordanbpeterson,"Three Australian states facing energy blackout warnings: shut off your air conditioners: 
https://t.co/tDAxRlz4Y8"
jordanbpeterson,The CDC recommends boosters for children and @rustyrockets takes them to task https://t.co/NCLYORoFSr
jordanbpeterson,"Who will be most affected re food by the Ukraine war? 
https://t.co/jCZoCC9G2G"
jordanbpeterson,"Hunger looms. Here it comes. You've been informed, months ahead.  
https://t.co/4tB8468wbm"
jordanbpeterson,"It's quite possible that pandemic-related supply-chain disruption will kill far more people (hunger: remember that?) than the idiot panicked lockdowns saved. 
https://t.co/K5msFkujzV"
jordanbpeterson,Insane energy policy in Australia: blackouts a possibility: https://t.co/Yp2tJ7xRMv. Welcome to the beginning of the green dystopia.
jordanbpeterson,Australia's SkyNews amplifies @rustyrockets criticism of @JustinTrudeau. https://t.co/oITZ7o8NM9
jordanbpeterson,"The Wall Street Journal derides the pretensions of our PM @JustinTrudeau, who has left Canada's international reputation an absolute shambles. We have become a woke parody, even among our left-leaning allies. 
https://t.co/5KhIGWOySk"
jordanbpeterson,"The political class is turning hard against their mandarin @JustinTrudeau.
https://t.co/WgGv0xevga"
jordanbpeterson,"Even the legacy media is seriously and unrepentantly tiring of our once-golden boy @JustinTrudeau. The bloom is off the rose 
https://t.co/UkEFd5IOp3"
jordanbpeterson,"On the left eating their own with increasing avidity 
https://t.co/pvJMy7ZsZM"
jordanbpeterson,"Governments use divide and conquer to keep control.

From my discussion with @PierrePoilievre. https://t.co/i58StxycIv"
jordanbpeterson,There’s a worthy and noble ambition: strength in the face of adversity. It is necessary to be strong in the face of death because death is intrinsic to life. https://t.co/TZsTTNoMr8
jordanbpeterson,On the effectiveness of DEI initiatives https://t.co/zJfjMvSP1n
jordanbpeterson,"""Justin Trudeau Declares that Canadians Don't Have This Right | DM CLIPS | Rubin Report"" https://t.co/jXcUNORbMY"
jordanbpeterson,Lauren Chen on woke middle aged harpies :) https://t.co/uk2EYiw6Nv She's pretty funny. When did the concert get a sense of humour? The world must be coming to an end.
jordanbpeterson,"Provide yourself with opportunities to dress up.

From @patrickbetdavid’s @ValuetainmentTV. https://t.co/k8FArme7WB"
jordanbpeterson,"Compelling diversity and punishing dissent: the modern university 
https://t.co/RTLB8wjpkt"
jordanbpeterson,"Did the police not ask for invocation of the emergencies act, despite @justintrudeau and his minister's claim to the contrary? 
https://t.co/Htv4V7kUjj"
jordanbpeterson,"Helen Orr is a good person and a very good role model for young women 
https://t.co/CKe1P80Qkz She's cool and funny and talented."
jordanbpeterson,"People have criticized my interpretation of Godel's Theorem in Maps of Meaning (my first book) but it's the same interpretation put forth by Sir Roger Penrose 
https://t.co/EnPy0blo23"
jordanbpeterson,"The world Is dangerous. But you're tougher than you think you are.

In my clinical practice, it isn't that my clients became less afraid. They become braver. And they realized there was more to them than they initially thought there was. https://t.co/k441als1aR"
jordanbpeterson,"Candace Owens and Matt Walsh on the modern butchers of human beings 
https://t.co/kZKothkolr"
jordanbpeterson,"More fun on the left: smash windows. ""I mean that rhetorically."" I'm not so sure.
https://t.co/i59Emp7gmy"
jordanbpeterson,"Us white guys have a hammerlock on decisive independence apparently: on whiteness in physics.
https://t.co/ty4xIl7TU3"
jordanbpeterson,"On the infrastructure bill: because spending  is one thing and getting value for the money another. How about no legislation without some thought to evaluation? 
https://t.co/rmeSMuZy24"
jordanbpeterson,"That's what you bring to every situation.

If you'd like to explore your personality more deeply, my work with the Discovering Personality course can help you. Learn more here: https://t.co/KZebxuEDVU (5/5)"
jordanbpeterson,"The more tools you have at your disposal, the more likely it is that you're going to manage things properly.

I believe you have nothing to rely on in your life that's more crucial to your success as you move through life than your character and your personality. (4/5)"
jordanbpeterson,"Maybe you're extroverted. Learn to spend time with yourself, right?
If you're low in openness, try reading a book outside your sphere of interest now and then.

If you're conscientious, you should probably learn how to relax occasionally. (3/5)"
jordanbpeterson,"If you take disagreeable people who are depressed and you get them doing nice things for other people, their depression tends to lift.

By the same token, if you're agreeable you should practice doing some things for yourself &amp; being more tough-minded in your negotiations. (2/5)"
jordanbpeterson,"How can you improve your personality?

The answer is to develop some micro-routines on the other side of the personality distribution.

So if you're disagreeable, maybe you could start learning how to do nice things for people. (1/5)"
jordanbpeterson,"Some more observations on the actual nature of life from that li'l ol' toxic masculine mansplainer me https://t.co/ogQCHhnZUg Hate away, addled ideologues. But maybe a few will watch and listen and be spared later regret."
jordanbpeterson,"Every time someone cuts one of my videos where I'm expressing support for motherhood (how appalling) the comments, mostly from women, are incomprehensibly toxic: https://t.co/S6KpMLLTBN What is wrong with us?"
jordanbpeterson,Having negative emotion does not mean that you are wrong. Discovering Personality is an exclusive 8-module personality course on understanding yourself and others. Find out more here - https://t.co/7bujn1ntdE https://t.co/Se655lM3Xq
jordanbpeterson,"Two pieces of advice if you're being mobbed online and you're having difficult conversations:

1. Be careful about what you say; or what you have said in the past. And it may be too late for that.

2. If you haven't done anything wrong, do not apologize. https://t.co/2PO1ZHQwlD"
jordanbpeterson,"She's next apparently 
https://t.co/Lp4qg1r24s"
jordanbpeterson,"From the MIT satirists at The Babbling Beaver (shades of Babylon Bee)
https://t.co/zl7UkxLYfB"
jordanbpeterson,This young lady seems pretty sharp https://t.co/h5itao4i7J
jordanbpeterson,This is a nicely done animation on young men and responsibility: https://t.co/2vJszPZHfz
jordanbpeterson,on why men aren't doing well: https://t.co/2vJszPZHfz see https://t.co/kccUtf9jvy
jordanbpeterson,"No worse than a bad flu? 
https://t.co/OIxoNFGN6j"
jordanbpeterson,"My first biblical series lecture has gone from 3,500 views per day to 30,000 per day. It's at the highest and longest peak it ever has been since it was uploaded. Why might this be? https://t.co/HeByornOpb https://t.co/aAvr0iDJql"
jordanbpeterson,"Do not let people mess with your words - with @MikhailaFuller and @julianpeterson1. Julian and our team released our new writing platform, @essay_app. If you’re interested, go to https://t.co/Ps2AiMLLCY and sign up for a 7-day free trial. https://t.co/gpG7V6UVnI"
jordanbpeterson,"Hey, PC guys (and I use the latter word lightly): am I a magical supernazi or just an ordinary nazi (again)? See if you can get it straight (so to speak).
https://t.co/6GQVWyu9xD"
jordanbpeterson,"Canadians: remember the internet? If @justintrudeau gets his way, it will be a memory 
https://t.co/JYUssFLQBJ"
jordanbpeterson,Utterly awful. Devouring mother. Resentful to the core. Vindictive and astonishingly self-righteous. Toxic femininity on full display. Shades of Delores Umbridge (look up umbrage).
jordanbpeterson,"""Human Resources"" upending the world. Here's the ultimate admission of that (with a full confession of motivation, masquerading as moral virtue) https://t.co/UaYVc8dBOy."
jordanbpeterson,"A best selling Dr Seuss-esque lampoon of our beloved leader @justintrudeau 
https://t.co/3E1bKJ3tCi"
jordanbpeterson,It's a completely different idea. https://t.co/vcDA3IezU5
jordanbpeterson,Is this the most nerd thing ever? https://t.co/bgVKeNLlMy
jordanbpeterson,"Does the term ""death of God"" ring any bells? And hello @EricRWeinstein"
jordanbpeterson,"Perhaps because of all the lying and manipulation? 
https://t.co/XTVlWJoKDA"
jordanbpeterson,"Tonight in Gothenburg Sweden before the Q and A for my Beyond Order tour 
https://t.co/EPVLHTF18W a lovely city https://t.co/pZPa62OvVl"
jordanbpeterson,"Wouldn't you like see a major politician speak like this?  McConaughey nails it: 
https://t.co/WteJ96u9n3"
jordanbpeterson,"If you needed more evidence that our international embarrassment of a PM @justintrudeau admires authoritarian control (https://t.co/kAkJ6tZsPa) just consider Bill C-11: 
https://t.co/JYUssFLQBJ"
jordanbpeterson,"Wake the hell up, Canadian sleepers: your PM @JustinTrudeau has (re)introduced Bill C-11, which will grant his narcissistic minions an unparalleled degree of control over online content: 
https://t.co/XyBrv4iqFu"
jordanbpeterson,"Please oppose Bill C-11 @JustinTrudeau's draconian internet suppression law 
https://t.co/4kU124FOn1"
jordanbpeterson,"Watch ""Matt Walsh Reacts To His Received Death Threats"" on YouTube - https://t.co/YvtLXvyQ7K"
jordanbpeterson,Sign up to try Essay: https://t.co/BwMEBgOkhA
jordanbpeterson,"Trudeau on gun control 2010: How people change when they've acquired power.
https://t.co/GhLT6VVb3R"
jordanbpeterson,Give these new YouTube channelers a view: Married couple reacts to Jordan Peterson. https://t.co/VtnsZjp5As
jordanbpeterson,"Message to the school shooters: past, present and future. https://t.co/a7DPCAtOn2"
jordanbpeterson,"My wife Tammy's new podcasts explores female identity in a sensible, informed and mature manner: we need to stop lying all the time to 19 year old women

https://t.co/tOS1ubQgCw"
jordanbpeterson,"People seem pretty happy about this: my son (@julianpeterson1), daughter (@mikhailaaleksis) and I discuss our new writing app platform, Essay (and many other topics): https://t.co/s6XGLObUtJ"
jordanbpeterson,On Russia and oil: This is pretty good https://t.co/ftsfL96yfn
jordanbpeterson,Unsure in life? Choose any goal and try to implement it. https://t.co/SFxYp6BLML
jordanbpeterson,"the DIE bullies kill another fine professor. This time at Georgetown: 
https://t.co/lojQOaXnyz"
jordanbpeterson,More utter anti-human insanity: https://t.co/CYrvVRcdga
jordanbpeterson,Says the professional disseminator of mis and dis information @melaniejoly @JustinTrudeau we do not need government officials deciding what's true. Remember how that turns out?
jordanbpeterson,Yes
jordanbpeterson,Gateway to the right wing :)
jordanbpeterson,"Oh, Canada. And she has a job."
jordanbpeterson,The spam accounts are not ok @youtube How come when I block a user all their comments on my channel don't disappear? You're not living up to your responsibility &amp; letting the free riders have their way. Something needs to be done. The comments section is all cluttered by crooks.
jordanbpeterson,Welcome to Canada's premier international airport. It's diagnostic of the state of the whole country ⁦@JustinTrudeau⁩  https://t.co/ZjZhniUgSl
jordanbpeterson,https://t.co/pkMh5TrhH9
jordanbpeterson,"Carson Jerema: Justin Trudeau, the troll farm prime minister, via @NationalPost https://t.co/Knh6XxGOXu"
jordanbpeterson,Our American friends can see through our PM ⁦@JustinTrudeau⁩ Why can't we? https://t.co/CqwyQ2zrrx
jordanbpeterson,The sacrifice of the working poor to the gods of globalist utopians continues apace.... https://t.co/RUFffwwuCw
jordanbpeterson,"Poilievre is not Trump. He doesn't have that ambivalently valuable celebrity charisma, for starters. I'm saying that in the good way... ⁦@PierrePoilievre⁩  https://t.co/NbB5h74a62"
jordanbpeterson,Just as demoralizing young men and women is supposed to save the planet.... https://t.co/YUj1Zg9dRU
jordanbpeterson,Murphy on the degradation of Shakespeare  https://t.co/XgNwR2LyY1
jordanbpeterson,Canada shines :( once again: @AirCanada @pearsonairport @JustinTrudeau it's policies you formulated producing this supply chain disruption.
jordanbpeterson,This is done quite well: Why you should improve yourself: https://t.co/MzbgqxmVUx
jordanbpeterson,This is truly f*cking insane. Lick your plates clean and gain a social credit @rustyrockets https://t.co/c5d9lX0zPs
jordanbpeterson,More appalling lies from the once great journal Nature: https://t.co/bW3d39qbzM
jordanbpeterson,"Bye-bye @JustinTrudeau 
https://t.co/HJ04IRpwph"
jordanbpeterson,Lauren Southern on Matt Walsh's Daily Wire film What is a Woman? https://t.co/iHGDgHEdo9
jordanbpeterson,"Ted Cruz on his ""racism"": https://t.co/ih8AvWvNlX I thought he let off the incredibly arrogant and self-righteous young woman insulting him too easily but it's a pretty masterful response"
jordanbpeterson,"Mostly yes (but none of it will happen): 
https://t.co/afIOLpGNzn"
jordanbpeterson,Barbara Kay: Jordan Peterson enters rough waters in Sports Illustrated's swimsuit controversy https://t.co/juefPZv2mi
jordanbpeterson,"Stockholm last night. In the hockey arena. Apparently that's where they put all the Canadians. 5700 in attendance. 

European cities are so magical. 

Rule 7 from Beyond Order:
https://t.co/RaTH21Q6BF https://t.co/DE3pEw4Prn"
jordanbpeterson,"Tony Robbins makes his mark in the serious clinical depression literature @TonyRobbins
https://t.co/3UGFqikeDo"
jordanbpeterson,"Because why address real problems when you can pretend to solve nonexistent ones @justintrudeau 
https://t.co/cpdlOBrsQv"
jordanbpeterson,Brand @rustyrockets on @justintrudeau https://t.co/BpAPF0nmt0
jordanbpeterson,Only 30000 members on this detransition site: rare (?): https://t.co/VadAQm5W5o
jordanbpeterson,"An alternative to barbaric ""compassion"" on the transgender front: https://t.co/DXU0bSWWOl"
jordanbpeterson,"More victories for lying narcissists: women, it is entirely within your rights and abilities to put a stop to this. https://t.co/FyMeYZm3VF"
jordanbpeterson,"Inflation and @justintrudeau's policies: time to pay the piper: 
https://t.co/L3Jabd6lJe"
jordanbpeterson,https://t.co/6ENgiCjuN1
jordanbpeterson,https://t.co/B6V0r3otGX
jordanbpeterson,Despite these three published papers showing vast improvements in grades and retention particularly for minority men (for essentially zero cost) not a single university or college has implemented our future authoring program: https://t.co/DbfoNknabR
jordanbpeterson,Congratulations @fordnation. You've left the left to face the catastrophe of their own choices.
jordanbpeterson,"Who the hell is Klaus Schwab anyway other than a conference organizer? 
https://t.co/Ijo9AsouQx"
jordanbpeterson,"If you are not capable of cruelty, you are absolutely a victim to anyone who is. https://t.co/wPtbcdPbPs"
jordanbpeterson,The new Beyond Order themed playing cards didn’t turn out half bad - https://t.co/tDt6af9rnJ https://t.co/DI4dqm8iGf
jordanbpeterson,"A reminder

Today is the last day to join the Canadian federal Conservative party if you want to cast a ballot as a party member for the leadership race. See 
https://t.co/xAOnlWFcce"
jordanbpeterson,"The West’s Struggle for Mental Health by Liah Greenfeld

https://t.co/8Ft3w8qYl3"
jordanbpeterson,"Heather MacDonald 

https://t.co/McOedvi6Gi"
jordanbpeterson,"Science may yet prevail 
https://t.co/cZVg20qoVH"
jordanbpeterson,"The end of an era, according to Douglas Murray: https://t.co/cnS9gAwdXy"
jordanbpeterson,"A substitute for the addiction.

From This Past Weekend with @TheoVon. https://t.co/FsoCCzTS66"
jordanbpeterson,"A new offering in the world of comic art and story. @GreggHurwitz launches new science fiction anthology. Think Black Mirror, tech and the culture war: https://t.co/XsufCq0qsD https://t.co/hwA6ZEM7GE"
jordanbpeterson,"And what is that consequence? All the suffering of life, with none of the meaning. Is there a better description of hell? https://t.co/5J66ZHDvDO"
jordanbpeterson,"In defence of the classics (and a warning about the danger posed to them): 
https://t.co/ya8HMWTkJ9"
jordanbpeterson,"This should really bring the @justintrudeau government down. But it won't. Apologies from Scotiabank to the truckers 
https://t.co/TXIpbYQZcY"
jordanbpeterson,https://t.co/CAAgrZKGXO
jordanbpeterson,"Foam core sculpture, Jordan B Peterson - The Meaning of Music (1985) https://t.co/IaKYCnnduQ"
jordanbpeterson,"Watch ""Douglas Murray | 'The Incoherence of LGBTQI+' #CLIP"" on YouTube - https://t.co/HSeiV7Znbt"
jordanbpeterson,At the local community art centre guess where and what state? Just normal people trying to get on with their lives like everyone else.. https://t.co/CayW2oY2wI
jordanbpeterson,Assorted miscreants https://t.co/WuyDvWjwQw
jordanbpeterson,"If you cling desperately to an ideology, or wallow in nihilism, try telling the truth. If you feel weak and rejected, and desperate, and confused, try telling the truth. In Paradise, everyone speaks the truth. That is what makes it Paradise. https://t.co/HGHnBJJcWr"
jordanbpeterson,"Fatherlessness and explosive violence -
https://t.co/9Vgt0N3vbF"
jordanbpeterson,"I'm at my daughter's wedding in California. I will never forget @justintrudeau that my father is not here because of your utterly unconscionable, unconstitutional and vindictive travel ban."
jordanbpeterson,"More of this please: 
https://t.co/HiLyTpGmc4"
jordanbpeterson,"Poilievre: Call to Action https://t.co/WFaLfYmf7Z to register to vote. Deadline is June 3rd, 2022.
https://t.co/YQYIMfGgRy"
jordanbpeterson,This may sound virtuous—and it is definitely an attitude that has certain social advantages—but it can and often does become counterproductively one-sided. https://t.co/i8OqrTrQ9q
jordanbpeterson,"Defining moment last month in the history of @RalstonCollege. Learn more about the application process for their inaugural program an MA in the Humanities.
https://t.co/u5ScQsZDKC"
jordanbpeterson,"Realizing your mistakes in a dispute.

With @TheoVon on ‘This Past Weekend’. https://t.co/0DhFSrZGRY"
jordanbpeterson,Some truths about global warming that should be self evident. @BjornLomborg has been pointing this out for years. https://t.co/9HHrXgzxqf
jordanbpeterson,"In this episode, Dr. @RichardDawkins and I discuss religion, psychedelics, consciousness, symbolism, postmodernism, and the importance of objective truth.

https://t.co/0tT0Bi2XZJ https://t.co/QiXE5kYBm0"
jordanbpeterson,"The only people I'm a ""controversial personality"" to are the idiot remnant lackeys of the legacy press and some alphabet radicals 
https://t.co/qNAjuUK2ww"
jordanbpeterson,"We have to take this more seriously. I'll be publishing an article in The Telegraph on Russia next week 
https://t.co/F3vMjFZ7XU"
jordanbpeterson,"We have to agree to never publicize the names of school shooters and other publicity-seeking mass murderers. This is not a gun or even a ""mental health"" issue. It's an issue of malevolent narcissists weaponizing mass media. Stop publishing their names and the problem will end."
jordanbpeterson,A great look at the number of combinations of cards in a deck https://t.co/fgBvDWrEDY
jordanbpeterson,"You are enabling the free riders and antisocial exploiters in a major manner, and contributing in that manner to the degrading of public discourse, @YouTube."
jordanbpeterson,"I announced my departure from Twitter recently. I will still post now and then through a staff intermediary (so I won't be tempted to read comments, etc.) and my staff will still post clips and relevant information about my tours and other public activities."
jordanbpeterson,"That is something for which you can be courageously thankful. That is something in which you can discover part of the antidote to the abyss and the darkness.

Be grateful in spite of your suffering. (4/4)"
jordanbpeterson,"One that can manifest itself, truly, in the world, in the relationships we have that are grounded in trust and love. (3/4)"
jordanbpeterson,"Despite the fact that the world is a very dark place, and that each of us has our black elements of soul, we see in each other a unique blend of actuality and possibility that is a kind of miracle. (2/4)"
jordanbpeterson,"Be grateful in spite of your suffering. 

You might love people despite their limitations, but you also love them because of their limitations.

That is something very much worth understanding. Doing so may help you see how gratitude remains possible. (1/4)"
jordanbpeterson,"Trudeau and the Baby Boomers: the end of an era?

https://t.co/nX0FVAtCUw"
jordanbpeterson,Part two - https://t.co/aYfJBDGT0b
jordanbpeterson,"From the Dean of a major North American university (really), disciplining a professor who sent an ""unwanted"" email objecting to DIE fascism. I particularly love ""to be clear this does not limit your right to express yourself."" :)

This is where we're at, folks. https://t.co/kwUjIgJUGe"
jordanbpeterson,12 Rules for Life has sold seven million English-language copies; Beyond Order one million. Thanks to everyone at Penguin Random House - https://t.co/RaTH21Q6BF
jordanbpeterson,This is the greatest novel I have read in many years: Mercy Among the Children by David Adams Richards https://t.co/O0jqAYUzJL
jordanbpeterson,"If you confront the limitations of life courageously, that provides you with a certain psychological purpose that serves as an antidote to the suffering. https://t.co/W4LhHeOgeI"
jordanbpeterson,"MIT Free Speech Alliance receives $500k grant: 
https://t.co/q484zIOgMv"
jordanbpeterson,"The destruction of the competent is the point: 
https://t.co/OP0IZ64d3j"
jordanbpeterson,"Why telling the truth is a good idea.

From my discussion with @patrickbetdavid on @ValuetainmentTV. https://t.co/xYN1pISxx2"
jordanbpeterson,"From the article: ""Now-Interim President and Vice Chancellor, Lynn Wells, who couldn’t be bothered to respond to Hudlický’s concerns during his lifetime, even had the nerve to issue a final farewell."""
jordanbpeterson,"This means you, then-Provost and Vice-President Gregory Finn. And those that gathered like vultures around you."
jordanbpeterson,"Did the moralizers contribute to the untimely demise of this great scientist? There is little that is more stressful than mobbing: congratulations, cowards, on your deadly virtues: 
https://t.co/vtXviGDunm"
jordanbpeterson,Rex Murphy on the value of a truly poetic education: https://t.co/XgNwR2LyY1
jordanbpeterson,"That will provide the child with opportunity, self-regard, and security. It's more important even than fostering individual identity. https://t.co/rtoL2xjDHs"
jordanbpeterson,The casual reputation destruction stemming from careless and malicious journalists has to be called out and stopped. As Lilley does here: https://t.co/et1T4vpYYU
jordanbpeterson,Apply to Ralston College's Fall 2022 MA Humanities program now: see https://t.co/LY2MwpjF3z
jordanbpeterson,"Rav Avora on the perilous state of Canada's democracy: 
https://t.co/UKRlNAEVsP"
jordanbpeterson,What you do for hyper anxious people is gradually expose them (with their voluntary consent) to increasingly threatening situations. That cures them. https://t.co/TRG5Fw90ur
